tweetId,isRetweet,time,text,replies,retweets,likes,entries
1205551764159766528,False,2019-12-14 02:15:13,"Nobody working a full-time job should still be struggling to earn a living. I have a plan to help low-income families by increasing minimum wage, establishing universal paid family leave, and increasing tax credits for working people pic.twitter.com/q2IXbO8Pc1",17,7,33,"{'hashtags': [], 'urls': [], 'photos': [], 'videos': [{'id': '1W-awsDDFAlTGpMo'}]}"
1205688530283966464,False,2019-12-14 11:18:40,Well and truly said https://twitter.com/repjeffries/status/1205318903137755136 …,4,9,30,"{'hashtags': [], 'urls': [], 'photos': [], 'videos': []}"
1205552073791725568,False,2019-12-14 02:16:27,Read my plan for economic opportunity here https://www.johndelaney.com/issues/issues-economic-opportunity/ …,1,5,7,"{'hashtags': [], 'urls': [], 'photos': [], 'videos': []}"
1205481044562128897,False,2019-12-13 21:34:12,"The UK election foreshadows a possible, but not certain, political future for the Democratic Party (it is the ""ghost of US elections yet to come"" (sorry Christmas Carol)) if we nominate someone too extreme for the electorate https://twitter.com/daveweigel/status/1205328681729744896 …",68,15,132,"{'hashtags': [], 'urls': [], 'photos': [], 'videos': []}"
1205473202941640705,False,2019-12-13 21:03:02,MUST READ. Japan's Prime Minister Abe makes a GREAT case for universal healthcare. Japan's system is very successful. It is a mixed model system (government insurance for all with insurance options allowed) like my BetterCare approach.  We can do this https://www.washingtonpost.com/opinions/global-opinions/all-nations-should-have-universal-health-care/2019/12/12/9594269c-1c47-11ea-8d58-5ac3600967a1_story.html …,8,8,28,"{'hashtags': [], 'urls': [], 'photos': [], 'videos': []}"
1205288450062258176,True,2019-12-13 08:48:54,Direct Air Capture of CO2 using negative emission technologies has to be part of our plan to ensure that we get ourselves in a position to be at net zero emissions by 2050 https://www.economist.com/leaders/2019/12/07/the-necessity-of-pulling-carbon-dioxide-out-of-the-air …,8,14,44,"{'hashtags': [], 'urls': [], 'photos': [], 'videos': []}"
1205288450062258176,False,2019-12-13 08:48:54,Direct Air Capture of CO2 using negative emission technologies has to be part of our plan to ensure that we get ourselves in a position to be at net zero emissions by 2050 https://www.economist.com/leaders/2019/12/07/the-necessity-of-pulling-carbon-dioxide-out-of-the-air …,8,14,44,"{'hashtags': [], 'urls': [], 'photos': [], 'videos': []}"
1205246810706632705,False,2019-12-13 06:03:26,I'm live on  @FoxBusiness @BullsBearsFBN. Tune in now!,11,2,8,"{'hashtags': [], 'urls': [], 'photos': [], 'videos': []}"
1205201649515614208,False,2019-12-13 03:03:59,Pre-K positively affects many lifelong opportunities such as continuing education and higher pay. All families should be able to send their children to Pre-K. Read my plan for free Pre-K here https://www.johndelaney.com/issues/education/ …,6,3,12,"{'hashtags': [], 'urls': [], 'photos': [], 'videos': []}"
1205201572113854466,False,2019-12-13 03:03:41,"We must rethink our model of education, which was designed to prepare students for a factory oriented economy. As President, I will prioritize education pic.twitter.com/43Qo8aS48h",19,5,48,"{'hashtags': [], 'urls': [], 'photos': [], 'videos': [{'id': 'fsURZ0QfH9Tprzmd'}]}"
1204962985988542465,True,2019-12-12 11:15:37,"Saddened by the attack in Jersey City, a town I know well as it's my grandparents & dad's hometown, a town that has always welcomed immigrants. We must strongly take a stand against violence targeting Jewish people & anti-semitism. We mourn those lost https://www.washingtonpost.com/nation/2019/12/11/jersey-city-shootout/?outputType=amp …",5,12,40,"{'hashtags': [], 'urls': [], 'photos': [], 'videos': []}"
1205114842060918786,True,2019-12-12 21:19:02,3/4 Some candidates have long fought for a public option. A public option is a reasonable incremental step and those candidates are in favor of incremental progress in general.,2,3,12,"{'hashtags': [], 'urls': [], 'photos': [], 'videos': []}"
1205114843046596608,True,2019-12-12 21:19:03,"4/4 Finally, some candidates were for universal healthcare (like medicare4all) until they weren't. These candidates lack conviction and follow the polls, probably on every issue.   What kind of leader do you want? You can answer that question by tracking their views on healthcare",2,5,17,"{'hashtags': [], 'urls': [], 'photos': [], 'videos': []}"
1205114843046596608,False,2019-12-12 21:19:03,"4/4 Finally, some candidates were for universal healthcare (like medicare4all) until they weren't. These candidates lack conviction and follow the polls, probably on every issue.   What kind of leader do you want? You can answer that question by tracking their views on healthcare",2,5,17,"{'hashtags': [], 'urls': [], 'photos': [], 'videos': []}"
1205114842060918786,False,2019-12-12 21:19:02,3/4 Some candidates have long fought for a public option. A public option is a reasonable incremental step and those candidates are in favor of incremental progress in general.,2,3,12,"{'hashtags': [], 'urls': [], 'photos': [], 'videos': []}"
1205114837690408961,False,2019-12-12 21:19:01,"2/4 Some candidates want universal healthcare (like me). This is a bold approach & these candidates are bold thinkers. Of those candidates, some want to eliminate private insurance while I don't. This reflects a candidates view of the relationship b/w the private & public sectors",2,2,11,"{'hashtags': [], 'urls': [], 'photos': [], 'videos': []}"
1205114836188876805,False,2019-12-12 21:19:01,"1/4 Healthcare is the most important issue for the American people and it's the most important issue for our long term fiscal health.  As a result, I would argue that a candidate's approach to healthcare tells you everything you need to know about that candidate.",4,3,25,"{'hashtags': [], 'urls': [], 'photos': [], 'videos': []}"
1204962985988542465,False,2019-12-12 11:15:37,"Saddened by the attack in Jersey City, a town I know well as it's my grandparents & dad's hometown, a town that has always welcomed immigrants. We must strongly take a stand against violence targeting Jewish people & anti-semitism. We mourn those lost https://www.washingtonpost.com/nation/2019/12/11/jersey-city-shootout/?outputType=amp …",5,12,40,"{'hashtags': [], 'urls': [], 'photos': [], 'videos': []}"
